"LINESTOPID","STOPSEQUENCE","ORIENTATION","LINEID","STOPID","PLANVERSIONID","LINEVARIANT","REGISTERDATE","LINEVARIANTTYPE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
1455853,20,0,2211,518084,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455854,21,0,2211,518085,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455855,22,0,2211,502850,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455856,23,0,2211,502800,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455857,24,0,2211,518075,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455858,25,0,2211,518082,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455859,26,0,2211,518154,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455860,27,0,2211,518016,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455861,28,0,2211,518045,241,28,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455862,1,1,2211,518045,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455863,2,1,2211,518046,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455864,3,1,2211,518194,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455865,4,1,2211,518036,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455866,5,1,2211,518034,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455867,6,1,2211,516266,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455868,7,1,2211,516267,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455869,8,1,2211,516244,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455870,9,1,2211,516245,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455871,10,1,2211,516093,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455872,11,1,2211,516268,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455873,12,1,2211,515142,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455874,13,1,2211,515143,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455875,14,1,2211,516230,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455876,15,1,2211,516195,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455877,16,1,2211,516139,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455878,17,1,2211,516193,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455879,18,1,2211,511276,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455880,19,1,2211,511485,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455881,20,1,2211,511019,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455882,21,1,2211,511324,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455883,22,1,2211,511322,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455884,23,1,2211,511320,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455885,24,1,2211,511318,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455886,25,1,2211,511329,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455887,26,1,2211,511226,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455888,27,1,2211,511033,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455889,28,1,2211,502312,241,29,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455890,1,0,2211,502315,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455891,2,0,2211,511034,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455892,3,0,2211,511100,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455893,4,0,2211,511223,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455894,5,0,2211,511319,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455895,6,0,2211,511321,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455896,7,0,2211,511323,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455897,8,0,2211,511098,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455898,9,0,2211,511099,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455899,10,0,2211,511274,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455900,11,0,2211,511275,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455901,12,0,2211,516192,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455902,13,0,2211,516138,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455903,14,0,2211,516194,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455904,15,0,2211,516196,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455905,16,0,2211,516234,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455906,17,0,2211,515144,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455907,18,0,2211,516092,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455908,19,0,2211,516094,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455909,20,0,2211,516096,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455910,21,0,2211,516264,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455911,22,0,2211,518033,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455912,23,0,2211,518035,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455913,24,0,2211,518037,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455914,25,0,2211,518083,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455915,26,0,2211,518084,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455916,27,0,2211,518085,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455917,28,0,2211,502850,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455918,29,0,2211,502800,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455919,30,0,2211,518075,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455920,31,0,2211,518082,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455921,32,0,2211,518154,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455922,33,0,2211,518016,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455923,34,0,2211,518045,241,30,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455924,1,0,2211,502315,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455925,2,0,2211,511034,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455926,3,0,2211,511100,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455927,4,0,2211,511223,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455928,5,0,2211,511319,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455929,6,0,2211,511321,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455930,7,0,2211,511323,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455931,8,0,2211,511098,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455932,9,0,2211,511099,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455933,10,0,2211,511274,241,31,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455934,1,1,2211,511485,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455935,2,1,2211,511019,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455936,3,1,2211,511324,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455937,4,1,2211,511322,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455938,5,1,2211,511320,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455939,6,1,2211,511318,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455940,7,1,2211,511329,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455941,8,1,2211,511226,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455942,9,1,2211,511033,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455943,10,1,2211,502312,241,33,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455944,1,0,2212,502301,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455945,2,0,2212,511282,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455946,3,0,2212,511222,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455947,4,0,2212,511283,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455948,5,0,2212,511277,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455949,6,0,2212,511298,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455950,7,0,2212,511275,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455951,8,0,2212,516138,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455952,9,0,2212,516194,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455953,10,0,2212,516196,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455954,11,0,2212,516234,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455955,12,0,2212,515144,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455956,13,0,2212,515145,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455957,14,0,2212,515029,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455958,15,0,2212,515030,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455959,16,0,2212,515147,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455960,17,0,2212,515148,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455961,18,0,2212,515149,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455962,19,0,2212,518063,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455963,20,0,2212,518061,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455964,21,0,2212,503001,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455965,22,0,2212,518189,241,2,2018-05-14 22:55:39.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458462,7,1,3011,512133,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458463,8,1,3011,512001,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458464,9,1,3011,515001,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458465,10,1,3011,519176,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458466,11,1,3011,517002,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458467,12,1,3011,518001,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458468,13,1,3011,501001,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458469,1,1,3112,502315,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458470,2,1,3112,511016,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458471,3,1,3112,511251,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458472,4,1,3112,511253,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458473,5,1,3112,511258,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458474,6,1,3112,511266,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458475,7,1,3112,511297,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458476,8,1,3112,511302,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458477,9,1,3112,511264,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458478,10,1,3112,511265,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458479,11,1,3112,502310,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458480,1,1,3112,502310,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458481,2,1,3112,602310,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458482,3,1,3112,602315,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458483,4,1,3112,502315,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458484,1,0,3121,511369,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458485,2,0,3121,511368,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458486,3,0,3121,511394,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458487,4,0,3121,511399,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458488,5,0,3121,511372,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458489,6,0,3121,511293,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458490,7,0,3121,511400,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458491,8,0,3121,511401,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458492,9,0,3121,511377,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458493,10,0,3121,511292,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458494,11,0,3121,511294,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458495,1,0,3121,511294,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458496,2,0,3121,611294,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458497,3,0,3121,611291,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458498,4,0,3121,511291,241,3,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458499,1,1,3121,511291,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458500,2,1,3121,511235,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458501,3,1,3121,516277,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458502,4,1,3121,516276,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458503,5,1,3121,517272,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458504,6,1,3121,511453,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458505,7,1,3121,511452,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458506,8,1,3121,517273,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458507,9,1,3121,517275,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458508,10,1,3121,517277,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458509,11,1,3121,511449,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458510,12,1,3121,517276,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458511,13,1,3121,511369,241,4,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458512,1,1,3122,511289,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458513,2,1,3122,511286,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458514,3,1,3122,511163,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458515,4,1,3122,511164,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458516,5,1,3122,511165,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458517,6,1,3122,511166,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458518,7,1,3122,511182,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458519,8,1,3122,511167,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458520,9,1,3122,511168,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458521,10,1,3122,511169,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458522,11,1,3122,511170,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458523,12,1,3122,511350,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458524,13,1,3122,511351,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458525,14,1,3122,511352,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458526,1,0,3122,511352,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458527,2,0,3122,511353,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458528,3,0,3122,511354,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458529,4,0,3122,511072,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458530,5,0,3122,511171,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458531,6,0,3122,511172,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458532,7,0,3122,511173,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458533,8,0,3122,511174,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458534,9,0,3122,511175,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458535,10,0,3122,511176,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458536,11,0,3122,511177,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458537,12,0,3122,511292,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458538,13,0,3122,511290,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458539,1,0,3122,511290,241,4,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458540,2,0,3122,611290,241,4,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458541,3,0,3122,611289,241,4,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458542,4,0,3122,511289,241,4,2018-05-14 22:55:45.000,3,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458543,1,0,3123,511287,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458544,2,0,3123,511288,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458545,3,0,3123,511389,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458546,4,0,3123,511377,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458547,5,0,3123,511292,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458548,6,0,3123,511391,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458549,7,0,3123,502103,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458550,1,1,3123,502103,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458551,2,1,3123,511388,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458552,3,1,3123,511286,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458553,4,1,3123,511287,241,3,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458554,1,1,3124,511296,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1458555,2,1,3124,511286,241,2,2018-05-14 22:55:45.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
